"GOTerm.identifier","GOTerm.name","GOTerm.namespace","GOTerm.description"
"GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process","Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter."
"GO:0045947","negative regulation of translational initiation","biological_process","Any process that stops, prevents, or reduces the frequency, rate or extent of translational initiation."
"GO:0045995","regulation of embryonic development","biological_process","Any process that modulates the frequency, rate or extent of embryonic development."
"GO:0046034","ATP metabolic process","biological_process","The chemical reactions and pathways involving ATP, adenosine triphosphate, a universally important coenzyme and enzyme regulator."
"GO:0046168","glycerol-3-phosphate catabolic process","biological_process","The chemical reactions and pathways resulting in the breakdown of glycerol-3-phosphate, a phosphoric monoester of glycerol."
"GO:0046294","formaldehyde catabolic process","biological_process","The chemical reactions and pathways resulting in the breakdown of formaldehyde (methanal, H2C=O), the simplest aldehyde."
"GO:0046314","phosphocreatine biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of phosphocreatine, a phosphagen of creatine which is synthesized and broken down by creatine phosphokinase."
"GO:0046328","regulation of JNK cascade","biological_process","Any process that modulates the frequency, rate or extent of signal transduction mediated by the JNK cascade."
"GO:0046330","positive regulation of JNK cascade","biological_process","Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the JNK cascade."
"GO:0046332","SMAD binding","molecular_function","Interacting selectively and non-covalently with a SMAD signaling protein."
"GO:0046348","amino sugar catabolic process","biological_process","The chemical reactions and pathways resulting in the breakdown of any amino sugar, sugars containing an amino group in place of a hydroxyl group."
"GO:0046416","D-amino acid metabolic process","biological_process","The chemical reactions and pathways involving D-amino acids, the D-enantiomers of amino acids."
"GO:0046474","glycerophospholipid biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of glycerophospholipids, any derivative of glycerophosphate that contains at least one O-acyl, O-alkyl, or O-alkenyl group attached to the glycerol residue."
"GO:0046475","glycerophospholipid catabolic process","biological_process","The chemical reactions and pathways resulting in the breakdown of glycerophospholipids, any derivative of glycerophosphate that contains at least one O-acyl, O-alkyl, or O-alkenyl group attached to the glycerol residue."
"GO:0046488","phosphatidylinositol metabolic process","biological_process","The chemical reactions and pathways involving phosphatidylinositol, any glycophospholipid in which a sn-glycerol 3-phosphate residue is esterified to the 1-hydroxyl group of 1D-myo-inositol."
"GO:0046514","ceramide catabolic process","biological_process","The chemical reactions and pathways resulting in the breakdown of ceramides, any N-acetylated sphingoid."
"GO:0046540","U4/U6 x U5 tri-snRNP complex","cellular_component","A ribonucleoprotein complex formed by the association of the U4/U6 and U5 small nuclear ribonucleoproteins."
"GO:0046548","retinal rod cell development","biological_process","Development of a rod cell, one of the sensory cells in the eye that reacts to the presence of light. Rod cells contain the photopigment rhodopsin or porphyropsin and are responsible for vision in dim light."
"GO:0046580","negative regulation of Ras protein signal transduction","biological_process","Any process that stops, prevents, or reduces the frequency, rate or extent of Ras protein signal transduction."
"GO:0046600","negative regulation of centriole replication","biological_process","Any process that stops, prevents, or reduces the frequency, rate or extent of centriole replication."
"GO:0046654","tetrahydrofolate biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of tetrahydrofolate, 5,6,7,8-tetrahydrofolic acid, a folate derivative bearing additional hydrogens on the pterin group."
"GO:0046658","anchored component of plasma membrane","cellular_component","The component of the plasma membrane consisting of the gene products that are tethered to the membrane only by a covalently attached anchor, such as a lipid group, that is embedded in the membrane. Gene products with peptide sequences that are embedded in the membrane are excluded from this grouping."
"GO:0046695","SLIK (SAGA-like) complex","cellular_component","A SAGA-type histone acetyltransferase complex that contains Rtg2 and a smaller form of Spt7 than the fungal SAGA complex, and lacks Spt8. The complex is involved in the yeast retrograde response pathway, which is important for gene expression changes during mitochondrial dysfunction."
"GO:0046777","protein autophosphorylation","biological_process","The phosphorylation by a protein of one or more of its own amino acid residues (cis-autophosphorylation), or residues on an identical protein (trans-autophosphorylation)."
"GO:0046835","carbohydrate phosphorylation","biological_process","The process of introducing a phosphate group into a carbohydrate, any organic compound based on the general formula Cx(H2O)y."
"GO:0046839","phospholipid dephosphorylation","biological_process","The process of removing one or more phosphate groups from a phosphorylated lipid, any member of a group of substances soluble in lipid solvents but only sparingly soluble in aqueous solvents."
"GO:0046854","phosphatidylinositol phosphorylation","biological_process","The process of introducing one or more phosphate groups into a phosphatidylinositol, any glycerophosphoinositol having one phosphatidyl group esterified to one of the hydroxy groups of inositol."
"GO:0046856","phosphatidylinositol dephosphorylation","biological_process","The process of removing one or more phosphate groups from a phosphatidylinositol."
"GO:0046872","metal ion binding","molecular_function","Interacting selectively and non-covalently with any metal ion."
"GO:0046873","metal ion transmembrane transporter activity","molecular_function","Enables the transfer of metal ions from one side of a membrane to the other."
"GO:0046907","intracellular transport","biological_process","The directed movement of substances within a cell."
"GO:0046912","transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer","molecular_function","Catalysis of the transfer of an acyl group from one compound (donor) to another (acceptor), with the acyl group being converted into alkyl on transfer."
"GO:0046914","transition metal ion binding","molecular_function","Interacting selectively and non-covalently with a transition metal ions; a transition metal is an element whose atom has an incomplete d-subshell of extranuclear electrons, or which gives rise to a cation or cations with an incomplete d-subshell. Transition metals often have more than one valency state. Biologically relevant transition metals include vanadium, manganese, iron, copper, cobalt, nickel, molybdenum and silver."
"GO:0046923","ER retention sequence binding","molecular_function","Interacting selectively and non-covalently with an endoplasmic reticulum (ER) retention sequence, a specific peptide sequence that ensures a protein is retained within the ER."
"GO:0046928","regulation of neurotransmitter secretion","biological_process","Any process that modulates the frequency, rate or extent of the regulated release of a neurotransmitter from a cell."
"GO:0046933","proton-transporting ATP synthase activity, rotational mechanism","molecular_function","Enables the transfer of protons from one side of a membrane to the other according to the reaction: ADP + H2O + phosphate + H+(in) = ATP + H+(out), by a rotational mechanism."
"GO:0046961","proton-transporting ATPase activity, rotational mechanism","molecular_function","Enables the transfer of protons from one side of a membrane to the other according to the reaction: ATP + H2O + H+(in) = ADP + phosphate + H+(out), by a rotational mechanism."
"GO:0046975","histone methyltransferase activity (H3-K36 specific)","molecular_function","Catalysis of the reaction: S-adenosyl-L-methionine + histone H3 L-lysine (position 36) = S-adenosyl-L-homocysteine + histone H3 N6-methyl-L-lysine (position 36). This reaction is the addition of a methyl group onto lysine at position 36 of the histone H3 protein."
"GO:0046982","protein heterodimerization activity","molecular_function","Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer."
"GO:0046983","protein dimerization activity","molecular_function","The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits."
"GO:0047057","vitamin-K-epoxide reductase (warfarin-sensitive) activity","molecular_function","Catalysis of the reaction: 2-methyl-3-phytyl-1,4-naphthoquinone + oxidized dithiothreitol + H2O = 2,3-epoxy-2,3-dihydro-2-methyl-3-phytyl-1,4-naphthoquinone + 1,4-dithiothreitol."
"GO:0047325","inositol tetrakisphosphate 1-kinase activity","molecular_function","Catalysis of the reaction: 1D-myo-inositol 3,4,5,6-tetrakisphosphate + ATP = 1D-myo-inositol 1,3,4,5,6-pentakisphosphate + ADP."
"GO:0047389","glycerophosphocholine phosphodiesterase activity","molecular_function","Catalysis of the reaction: H2O + L-1-glycero-3-phosphocholine = glycerol-3-phosphate + choline."
"GO:0047429","nucleoside-triphosphate diphosphatase activity","molecular_function","Catalysis of the reaction: H2O + a nucleoside triphosphate = diphosphate + a nucleotide."
"GO:0047464","heparosan-N-sulfate-glucuronate 5-epimerase activity","molecular_function","Catalysis of the reaction: heparosan-N-sulfate D-glucuronate = heparosan-N-sulfate L-iduronate."
"GO:0047617","acyl-CoA hydrolase activity","molecular_function","Catalysis of the reaction: acyl-CoA + H2O = CoA + a carboxylate."
"GO:0047631","ADP-ribose diphosphatase activity","molecular_function","Catalysis of the reaction: ADP-ribose + H2O = AMP + D-ribose 5-phosphate."
"GO:0048011","neurotrophin TRK receptor signaling pathway","biological_process","A series of molecular signals initiated by the binding of a neurotrophin to a receptor on the surface of the target cell where the receptor possesses tyrosine kinase activity, and ending with regulation of a downstream cellular process, e.g. transcription."
"GO:0048015","phosphatidylinositol-mediated signaling","biological_process","A series of molecular signals in which a cell uses a phosphatidylinositol-mediated signaling to convert a signal into a response. Phosphatidylinositols include phosphatidylinositol (PtdIns) and its phosphorylated derivatives."
"GO:0048019","receptor antagonist activity","molecular_function","The activity of a gene product that interacts with a receptor to decrease the ability of the receptor agonist to bind and activate the receptor."
"GO:0048034","heme O biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of heme O, a derivative of heme containing a 17-carbon hydroxyethylfarnesyl side chain at position 8 of the tetrapyrrole macrocycle."
"GO:0048037","cofactor binding","molecular_function","Interacting selectively and non-covalently with a cofactor, a substance that is required for the activity of an enzyme or other protein. Cofactors may be inorganic, such as the metal atoms zinc, iron, and copper in certain forms, or organic, in which case they are referred to as coenzymes. Cofactors may either be bound tightly to active sites or bind loosely with the substrate."
"GO:0048038","quinone binding","molecular_function","Interacting selectively and non-covalently with a quinone, any member of a class of diketones derivable from aromatic compounds by conversion of two CH groups into CO groups with any necessary rearrangement of double bonds."
"GO:0048188","Set1C/COMPASS complex","cellular_component","A conserved protein complex that catalyzes methylation of histone H3. In Saccharomyces the complex contains Shg1p, Sdc1p, Swd1p, Swd2p, Swd3p, Spp1p, Bre2p, and the trithorax-related Set1p; in mammals it contains the catalytic subunit (SETD1A or SETD1B), WDR5, WDR82, RBBP5, ASH2L/ASH2, CXXC1/CFP1, HCFC1 and DPY30."
"GO:0048193","Golgi vesicle transport","biological_process","The directed movement of substances into, out of or within the Golgi apparatus, mediated by vesicles."
"GO:0048278","vesicle docking","biological_process","The initial attachment of a transport vesicle membrane to the target membrane, mediated by proteins protruding from the membrane of the vesicle and the target membrane. Docking requires only that the two membranes come close enough for these proteins to interact and adhere."
"GO:0048280","vesicle fusion with Golgi apparatus","biological_process","The joining of the lipid bilayer membrane around a vesicle to the lipid bilayer membrane around the Golgi."
"GO:0048476","Holliday junction resolvase complex","cellular_component","An endodeoxyribonuclease complex that resolves the 4-way DNA intermediates of a Holliday junction into two separate duplex DNA molecules. Can be branch-migration associated."
"GO:0048478","replication fork protection","biological_process","Any process that prevents the collapse of stalled replication forks."
"GO:0048487","beta-tubulin binding","molecular_function","Interacting selectively and non-covalently with the microtubule constituent protein beta-tubulin."
"GO:0048488","synaptic vesicle endocytosis","biological_process","A vesicle-mediated transport process, in which the synaptic vesicle membrane constituents are retrieved from the presynaptic membrane on the axon terminal after neurotransmitter secretion by exocytosis. Synaptic vesicle endocytosis can occur via clathrin-dependent and clathrin-independent mechanisms."
"GO:0048500","signal recognition particle","cellular_component","A complex of protein and RNA which facilitates translocation of proteins across membranes."
"GO:0048598","embryonic morphogenesis","biological_process","The process in which anatomical structures are generated and organized during the embryonic phase. The embryonic phase begins with zygote formation. The end of the embryonic phase is organism-specific. For example, it would be at birth for mammals, larval hatching for insects and seed dormancy in plants."
"GO:0048678","response to axon injury","biological_process","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an axon injury stimulus."
"GO:0048730","epidermis morphogenesis","biological_process","The process in which the anatomical structures of the epidermis are generated and organized. The epidermis is the outer epithelial layer of an animal, it may be a single layer that produces an extracellular material (e.g. the cuticle of arthropods) or a complex stratified squamous epithelium, as in the case of many vertebrate species."
"GO:0048749","compound eye development","biological_process","The process whose specific outcome is the progression of the compound eye over time, from its formation to the mature structure. The compound eye is an organ of sight that contains multiple repeating units, often arranged hexagonally. Each unit has its own lens and photoreceptor cell(s) and can generate either a single pixelated image or multiple images, per eye."
"GO:0048812","neuron projection morphogenesis","biological_process","The process in which the anatomical structures of a neuron projection are generated and organized. A neuron projection is any process extending from a neural cell, such as axons or dendrites."
"GO:0048863","stem cell differentiation","biological_process","The process in which a relatively unspecialized cell acquires specialized features of a stem cell. A stem cell is a cell that retains the ability to divide and proliferate throughout life to provide progenitor cells that can differentiate into specialized cells."
"GO:0048870","cell motility","biological_process","Any process involved in the controlled self-propelled movement of a cell that results in translocation of the cell from one place to another."
"GO:0050023","L-fuconate dehydratase activity","molecular_function","Catalysis of the reaction: L-fuconate = 2-dehydro-3-deoxy-L-fuconate + H(2)O."
"GO:0050080","malonyl-CoA decarboxylase activity","molecular_function","Catalysis of the reaction: malonyl-CoA = acetyl-CoA + CO2."
"GO:0050113","inositol oxygenase activity","molecular_function","Catalysis of the reaction: myo-inositol + O(2) = D-glucuronate + H(2)O + H(+)."
"GO:0050262","ribosylnicotinamide kinase activity","molecular_function","Catalysis of the reaction: N-ribosylnicotinamide + ATP = ADP + 2 H(+) + nicotinamide mononucleotide."
"GO:0050290","sphingomyelin phosphodiesterase D activity","molecular_function","Catalysis of the reaction: H(2)O + sphingomyelin = ceramide 1-phosphate + choline + H(+)."
"GO:0050482","arachidonic acid secretion","biological_process","The controlled release of arachidonic acid from a cell or a tissue."
"GO:0050660","flavin adenine dinucleotide binding","molecular_function","Interacting selectively and non-covalently with FAD, flavin-adenine dinucleotide, the coenzyme or the prosthetic group of various flavoprotein oxidoreductase enzymes, in either the oxidized form, FAD, or the reduced form, FADH2."
"GO:0050661","NADP binding","molecular_function","Interacting selectively and non-covalently with nicotinamide-adenine dinucleotide phosphate, a coenzyme involved in many redox and biosynthetic reactions; binding may be to either the oxidized form, NADP+, or the reduced form, NADPH."
"GO:0050662","coenzyme binding","molecular_function","Interacting selectively and non-covalently with a coenzyme, any of various nonprotein organic cofactors that are required, in addition to an enzyme and a substrate, for an enzymatic reaction to proceed."
"GO:0050665","hydrogen peroxide biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of hydrogen peroxide (H2O2), a potentially harmful byproduct of aerobic cellular respiration which can cause damage to DNA."
"GO:0050684","regulation of mRNA processing","biological_process","Any process that modulates the frequency, rate or extent of mRNA processing, those processes involved in the conversion of a primary mRNA transcript into a mature mRNA prior to its translation into polypeptide."
"GO:0050750","low-density lipoprotein particle receptor binding","molecular_function","Interacting selectively and non-covalently with a low-density lipoprotein receptor."
"GO:0050790","regulation of catalytic activity","biological_process","Any process that modulates the activity of an enzyme."
"GO:0050808","synapse organization","biological_process","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."
"GO:0050909","sensory perception of taste","biological_process","The series of events required for an organism to receive a gustatory stimulus, convert it to a molecular signal, and recognize and characterize the signal. Gustation involves the direct detection of chemical composition, usually through contact with chemoreceptor cells. This is a neurological process."
"GO:0050912","detection of chemical stimulus involved in sensory perception of taste","biological_process","The series of events involved in the perception of taste in which a gustatory chemical stimulus is received and converted into a molecular signal."
"GO:0050953","sensory perception of light stimulus","biological_process","The series of events required for an organism to receive a sensory light stimulus, convert it to a molecular signal, and recognize and characterize the signal. This is a neurological process."
"GO:0051014","actin filament severing","biological_process","The process in which an actin filament is broken down into smaller filaments."
"GO:0051015","actin filament binding","molecular_function","Interacting selectively and non-covalently with an actin filament, also known as F-actin, a helical filamentous polymer of globular G-actin subunits."
"GO:0051016","barbed-end actin filament capping","biological_process","The binding of a protein or protein complex to the barbed (or plus) end of an actin filament, thus preventing the addition, exchange or removal of further actin subunits."
"GO:0051017","actin filament bundle assembly","biological_process","The assembly of actin filament bundles; actin filaments are on the same axis but may be oriented with the same or opposite polarities and may be packed with different levels of tightness."
"GO:0051018","protein kinase A binding","molecular_function","Interacting selectively and non-covalently with any subunit of protein kinase A."
"GO:0051028","mRNA transport","biological_process","The directed movement of mRNA, messenger ribonucleic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"GO:0051033","RNA transmembrane transporter activity","molecular_function","Enables the transfer of RNA, ribonucleic acid, from one side of a membrane to the other."
"GO:0051056","regulation of small GTPase mediated signal transduction","biological_process","Any process that modulates the frequency, rate or extent of small GTPase mediated signal transduction."
"GO:0051082","unfolded protein binding","molecular_function","Interacting selectively and non-covalently with an unfolded protein."
"GO:0051087","chaperone binding","molecular_function","Interacting selectively and non-covalently with a chaperone protein, a class of proteins that bind to nascent or unfolded polypeptides and ensure correct folding or transport."
"GO:0051103","DNA ligation involved in DNA repair","biological_process","The re-formation of a broken phosphodiester bond in the DNA backbone, carried out by DNA ligase, that contributes to DNA repair."
"GO:0051168","nuclear export","biological_process","The directed movement of substances out of the nucleus."
"GO:0051169","nuclear transport","biological_process","The directed movement of substances into, out of, or within the nucleus."
"GO:0051180","vitamin transport","biological_process","The directed movement of vitamins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. A vitamin is one of a number of unrelated organic substances that occur in many foods in small amounts and that are necessary in trace amounts for the normal metabolic functioning of the body."
"GO:0051225","spindle assembly","biological_process","The aggregation, arrangement and bonding together of a set of components to form the spindle, the array of microtubules and associated molecules that serves to move duplicated chromosomes apart."
"GO:0051259","protein complex oligomerization","biological_process","The process of creating protein oligomers, compounds composed of a small number, usually between three and ten, of component monomers; protein oligomers may be composed of different or identical monomers. Oligomers may be formed by the polymerization of a number of monomers or the depolymerization of a large protein polymer."
"GO:0051260","protein homooligomerization","biological_process","The process of creating protein oligomers, compounds composed of a small number, usually between three and ten, of identical component monomers. Oligomers may be formed by the polymerization of a number of monomers or the depolymerization of a large protein polymer."
"GO:0051262","protein tetramerization","biological_process","The formation of a protein tetramer, a macromolecular structure consisting of four noncovalently associated identical or nonidentical subunits."
"GO:0051276","chromosome organization","biological_process","A process that is carried out at the cellular level that results in the assembly, arrangement of constituent parts, or disassembly of chromosomes, structures composed of a very long molecule of DNA and associated proteins that carries hereditary information. This term covers covalent modifications at the molecular level as well as spatial relationships among the major components of a chromosome."
"GO:0051287","NAD binding","molecular_function","Interacting selectively and non-covalently with nicotinamide adenine dinucleotide, a coenzyme involved in many redox and biosynthetic reactions; binding may be to either the oxidized form, NAD+, or the reduced form, NADH."
"GO:0051289","protein homotetramerization","biological_process","The formation of a protein homotetramer, a macromolecular structure consisting of four noncovalently associated identical subunits."
"GO:0051301","cell division","biological_process","The process resulting in division and partitioning of components of a cell to form more cells; may or may not be accompanied by the physical separation of a cell into distinct, individually membrane-bounded daughter cells."
"GO:0051302","regulation of cell division","biological_process","Any process that modulates the frequency, rate or extent of the physical partitioning and separation of a cell into daughter cells."
"GO:0051304","chromosome separation","biological_process","The cell cycle process in which paired chromosomes are detached from each other. Chromosome separation begins with the release of cohesin complexes from chromosomes; in budding yeast, this includes the cleavage of cohesin complexes along the chromosome arms, followed by the separation of the centromeric regions. Chromosome separation also includes formation of chromatid axes mediated by condensins, and ends with the disentangling of inter-sister catenation catalyzed by topoisomerase II (topo II)."
"GO:0051315","attachment of mitotic spindle microtubules to kinetochore","biological_process","The cell cycle process in which spindle microtubules become physically associated with the proteins making up the kinetochore complex as part of mitotic metaphase plate congression."
"GO:0051321","meiotic cell cycle","biological_process","Progression through the phases of the meiotic cell cycle, in which canonically a cell replicates to produce four offspring with half the chromosomal content of the progenitor cell via two nuclear divisions."
"GO:0051377","mannose-ethanolamine phosphotransferase activity","molecular_function","Catalysis of the transfer of ethanolamine phosphate to a mannose residue in the GPI lipid precursor."
"GO:0051424","corticotropin-releasing hormone binding","molecular_function","Interacting selectively and non-covalently with corticotropin-releasing hormone, a polypeptide hormone involved in the stress response. It is released by the hypothalamus and stimulates the release of corticotropin by the anterior pituitary gland."
"GO:0051536","iron-sulfur cluster binding","molecular_function","Interacting selectively and non-covalently with an iron-sulfur cluster, a combination of iron and sulfur atoms."
"GO:0051537","2 iron, 2 sulfur cluster binding","molecular_function","Interacting selectively and non-covalently with a 2 iron, 2 sulfur (2Fe-2S) cluster; this cluster consists of two iron atoms, with two inorganic sulfur atoms found between the irons and acting as bridging ligands."
"GO:0051539","4 iron, 4 sulfur cluster binding","molecular_function","Interacting selectively and non-covalently with a 4 iron, 4 sulfur (4Fe-4S) cluster; this cluster consists of four iron atoms, with the inorganic sulfur atoms found between the irons and acting as bridging ligands."
"GO:0051560","mitochondrial calcium ion homeostasis","biological_process","Any process involved in the maintenance of an internal steady state of calcium ions within the cytoplasm of a cell or between mitochondria and their surroundings."
"GO:0051568","histone H3-K4 methylation","biological_process","The modification of histone H3 by addition of one or more methyl groups to lysine at position 4 of the histone."
"GO:0051603","proteolysis involved in cellular protein catabolic process","biological_process","The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells."
"GO:0051694","pointed-end actin filament capping","biological_process","The binding of a protein or protein complex to the pointed (or minus) end of an actin filament, thus preventing the addition, exchange or removal of further actin subunits."
"GO:0051721","protein phosphatase 2A binding","molecular_function","Interacting selectively and non-covalently with the enzyme protein phosphatase 2A."
"GO:0051723","protein methylesterase activity","molecular_function","Catalysis of the reaction: protein amino acid methyl ester + H2O = protein amino acid + methanol."
"GO:0051726","regulation of cell cycle","biological_process","Any process that modulates the rate or extent of progression through the cell cycle."
"GO:0051879","Hsp90 protein binding","molecular_function","Interacting selectively and non-covalently with Hsp90 proteins, any of a group of heat shock proteins around 90kDa in size."
"GO:0051920","peroxiredoxin activity","molecular_function","Catalysis of the reaction: 2 R'-SH + ROOH = R'-S-S-R' + H2O + ROH."
"GO:0051960","regulation of nervous system development","biological_process","Any process that modulates the frequency, rate or extent of nervous system development, the origin and formation of nervous tissue."
"GO:0051998","protein carboxyl O-methyltransferase activity","molecular_function","Catalysis of the transfer of a methyl group to a carboxyl group on a protein."
"GO:0052689","carboxylic ester hydrolase activity","molecular_function","Catalysis of the hydrolysis of a carboxylic ester bond."
"GO:0052725","inositol-1,3,4-trisphosphate 6-kinase activity","molecular_function","Catalysis of the reaction: 1D-myo-inositol 1,3,4-trisphosphate + ATP = 1D-myo-inositol 1,3,4,6-tetrakisphosphate + ADP + 2 H(+)."
"GO:0052726","inositol-1,3,4-trisphosphate 5-kinase activity","molecular_function","Catalysis of the reaction: 1D-myo-inositol 1,3,4-trisphosphate + ATP = 1D-myo-inositol 1,3,4,5-tetrakisphosphate + ADP + 2 H(+)."
"GO:0052824","dolichyl-pyrophosphate Man7GlcNAc2 alpha-1,6-mannosyltransferase activity","molecular_function","Catalysis of the addition of mannose to dolichyl-pyrophosphate Man7GlcNAc2 (also written as Man7GlcNAc2-PP-Dol) in alpha-(1->6) linkage, producing Man8GlcNAc2-PP-Dol."
"GO:0052855","ADP-dependent NAD(P)H-hydrate dehydratase activity","molecular_function","Catalysis of the reaction: (6S)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide adenine dinucleotide + ADP = AMP + 3 H(+) + NADH + phosphate."
"GO:0052866","phosphatidylinositol phosphate phosphatase activity","molecular_function","Catalysis of the reaction: phosphatidylinositol phosphate(n) + H2O = phosphatidylinositol phosphate(n-1) + phosphate. This reaction is the removal of a phosphate group from a phosphatidylinositol phosphate."
"GO:0055037","recycling endosome","cellular_component","An organelle consisting of a network of tubules that functions in targeting molecules, such as receptors transporters and lipids, to the plasma membrane."
"GO:0055070","copper ion homeostasis","biological_process","Any process involved in the maintenance of an internal steady state of copper ions within an organism or cell."
"GO:0055072","iron ion homeostasis","biological_process","Any process involved in the maintenance of an internal steady state of iron ions within an organism or cell."
"GO:0055085","transmembrane transport","biological_process","The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other."
"GO:0055087","Ski complex","cellular_component","A protein complex that regulates RNA degradation by the exosome complex. In Saccharomyces the complex has a heterotetrameric stoichiometry consisting of one copy each of Ski2p and Ski3 and two copies of Ski8p."
"GO:0055114","oxidation-reduction process","biological_process","A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons."
"GO:0060072","large conductance calcium-activated potassium channel activity","molecular_function","Enables the transmembrane transfer of potassium by a channel with a unit conductance of 100 to 220 picoSiemens that opens in response to stimulus by concerted actions of internal calcium ions and membrane potential. Large conductance calcium-activated potassium channels are less sensitive to calcium than are small or intermediate conductance calcium-activated potassium channels. Transport by a channel involves catalysis of facilitated diffusion of a solute (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel, without evidence for a carrier-mediated mechanism."
"GO:0060090","molecular adaptor activity","molecular_function","The binding activity of a molecule that brings together two or more molecules through a selective, non-covalent, often stoichiometric interaction, permitting those molecules to function in a coordinated way."
"GO:0060179","male mating behavior","biological_process","The specific behavior of a male organism that is associated with reproduction."
"GO:0060236","regulation of mitotic spindle organization","biological_process","Any process that modulates the rate, frequency or extent of the assembly, arrangement of constituent parts, or disassembly of the microtubule spindle during a mitotic cell cycle."
"GO:0060271","cilium assembly","biological_process","The assembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole."
"GO:0060291","long-term synaptic potentiation","biological_process","A process that modulates synaptic plasticity such that synapses are changed resulting in the increase in the rate, or frequency of synaptic transmission at the synapse."
"GO:0060294","cilium movement involved in cell motility","biological_process","Movement of cilia mediated by motor proteins that contributes to the movement of a cell."
"GO:0060828","regulation of canonical Wnt signaling pathway","biological_process","Any process that modulates the rate, frequency, or extent of the Wnt signaling pathway through beta-catenin, the series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes."
"GO:0060964","regulation of gene silencing by miRNA","biological_process","Any process that modulates the rate, frequency, or extent of the downregulation of gene expression through the action of microRNAs (miRNAs), endogenous 21-24 nucleotide small RNAs processed from stem-loop RNA precursors (pre-miRNAs). Once incorporated into a RNA-induced silencing complex (RISC), miRNAs can downregulate gene expression by either of two posttranscriptional mechanisms: RNA (often mRNA) cleavage or mRNA translational repression."
"GO:0061015","snRNA import into nucleus","biological_process","The directed movement of snRNA, small nuclear ribonucleic acid into the nucleus."
"GO:0061098","positive regulation of protein tyrosine kinase activity","biological_process","Any process that increases the rate, frequency, or extent of protein tyrosine kinase activity."
"GO:0061138","morphogenesis of a branching epithelium","biological_process","The process in which the anatomical structures of a branched epithelium are generated and organized."
"GO:0061575","cyclin-dependent protein serine/threonine kinase activator activity","molecular_function","Binds to and increases the activity of a cyclin-dependent protein serine/threonine kinase."
"GO:0061578","Lys63-specific deubiquitinase activity","molecular_function","Hydrolysis of Lys63-Linked ubiquitin unit(s) from a ubiquitinated protein."
"GO:0061608","nuclear import signal receptor activity","molecular_function","Combining with a nuclear import signal (NIS) on a cargo to be transported, to mediate transport of the cargo through the nuclear pore, from the cytoplasm to the nuclear lumen. The cargo can be either a RNA or a protein."
"GO:0061617","MICOS complex","cellular_component","Mitochondrial inner membrane complex involved in maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane. In Saccharomyces cerevisiae the complex has six subunits: MIC10, MIC12, MIC19, MIC26, MIC27, and MIC60."
"GO:0061630","ubiquitin protein ligase activity","molecular_function","Catalysis of the transfer of ubiquitin to a substrate protein via the reaction X-ubiquitin + S -> X + S-ubiquitin, where X is either an E2 or E3 enzyme, the X-ubiquitin linkage is a thioester bond, and the S-ubiquitin linkage is an amide bond: an isopeptide bond between the C-terminal glycine of ubiquitin and the epsilon-amino group of lysine residues in the substrate or, in the linear extension of ubiquitin chains, a peptide bond the between the C-terminal glycine and N-terminal methionine of ubiquitin residues."
"GO:0061640","cytoskeleton-dependent cytokinesis","biological_process","A cytokinesis that involves the function of a set of proteins that are part of the microfilament or microtubule cytoskeleton."
"GO:0061929","gamma-glutamylaminecyclotransferase activity","molecular_function","Catalysis of the reaction: epsilon-(L-gamma-glutamyl)-L-lysine = L-lysine + 5-oxo-L-proline."
